,player_id,player_name,player_hand,player_ht,player_ioc
6718,102247,Andrea Gaudenzi,R,183.0,ITA
6719,101866,David Rikl,L,178.0,CZE
6725,101459,Tomas Nydahl,R,185.0,SWE
6740,101962,Younes El Aynaoui,R,193.0,MAR
6825,102701,Marcelo Rios,L,175.0,CHI
6828,102025,Mikael Tillstrom,R,185.0,SWE
6834,101720,Agustin Garizzio,R,185.0,ARG
6842,102257,Greg Rusedski,L,193.0,GBR
6854,102104,Christian Ruud,R,188.0,NOR
6859,102374,Alex Corretja,R,180.0,ESP
6860,102344,Karol Kucera,R,188.0,SVK
6881,102521,Hendrik Dreekmann,R,188.0,GER
6885,102118,Radomir Vasek,R,188.0,CZE
6960,101833,Michael Tebbutt,L,190.0,AUS
6996,101224,Kenny Thorne,R,188.0,USA
7008,102146,Jordi Burillo,R,188.0,ESP
7013,102223,Karim Alami,R,185.0,MAR
7082,102226,David Witt,R,190.0,USA
7088,102434,Vincent Spadea,R,183.0,USA
7095,101789,Steve Bryan,R,178.0,USA
7113,101704,Ellis Ferreira,L,188.0,RSA
7119,101862,Maurice Ruah,R,178.0,VEN
7131,101659,Jan Apell,L,183.0,SWE
7206,102466,Jan Kroslak,R,188.0,SVK
7210,102110,Daniel Nestor,L,190.0,CAN
7227,102588,Lars Rehmann,R,196.0,GER
7238,102437,Adrian Voinea,R,185.0,ROU
7241,102694,Lars Burgsmuller,R,183.0,GER
7256,102286,Wayne Black,R,170.0,ZIM
7264,101816,Steve Campbell,R,183.0,USA
7267,102259,Jerome Golmard,L,188.0,FRA
7338,102776,Andrew Ilie,R,180.0,AUS
7351,102610,Albert Costa,R,180.0,ESP
7352,101515,Donald Johnson,L,190.0,USA
7360,102539,Bohdan Ulihrach,R,188.0,CZE
7366,101775,Frederik Fetterlein,R,190.0,DEN
7377,102394,Johan Van Herck,R,185.0,BEL
7381,102135,Emilio Benfele Alvarez,R,183.0,ESP
7394,102401,Scott Draper,L,178.0,AUS
7481,101868,Dick Norman,L,203.0,BEL
7493,101597,Louis Gloria,L,175.0,USA
7521,102450,Tim Henman,R,185.0,GBR
7592,102227,Sargis Sargsian,R,180.0,ARM
7613,101929,Joost Winnink,R,180.0,NED
7624,102925,Justin Gimelstob,R,196.0,USA
7635,102024,Hernan Gumy,R,188.0,ARG
7645,101991,Mauricio Hadad,R,170.0,COL
7647,102882,Mark Philippoussis,R,196.0,AUS
7716,102139,Eyal Ran,R,183.0,ISR
7717,101441,Martin Sinner,R,180.0,GER
7730,102563,Thomas Johansson,R,180.0,SWE
7733,102053,Brian Macphie,L,180.0,USA
7742,101821,Peter Tramacchi,R,185.0,AUS
7747,102743,Ben Ellwood,R,178.0,AUS
7847,102644,Franco Squillari,L,183.0,ARG
7853,102796,Magnus Norman,R,188.0,SWE
7857,102162,Chris Woodruff,R,188.0,USA
7866,102339,Kris Goossens,R,180.0,BEL
7868,102456,Felix Mantilla,R,180.0,ESP
7881,102562,Jiri Novak,R,190.0,CZE
7885,102845,Carlos Moya,R,190.0,ESP
7901,102854,Sjeng Schalken,R,193.0,NED
7902,101468,Gerard Solves,R,185.0,FRA
7984,101958,Pierre Bouteyre,R,185.0,FRA
7997,102433,Mose Navarra,L,180.0,ITA
8001,102835,Luke Milligan,R,180.0,GBR
8002,102839,Nicolas Lapentti,R,188.0,ECU
8010,101814,Colin Beecher,R,,GBR
8011,102271,Hicham Arazi,L,175.0,MAR
8023,102491,Alex Radulescu,R,185.0,GER
8028,102524,Neville Godwin,R,173.0,RSA
8100,102650,Roberto Carretero,R,178.0,ESP
8102,101805,David Nainkin,R,183.0,RSA
8104,102363,Filippo Veglio,R,,SUI
8127,102233,Leander Paes,R,178.0,IND
8130,101819,Frederic Vitoux,R,173.0,FRA
8137,102152,Pablo Campana,R,180.0,ECU
8140,102019,Dirk Dier,R,185.0,GER
8225,103103,Dominik Hrbaty,R,183.0,SVK
8241,102856,Gustavo Kuerten,R,190.0,BRA
8250,102533,Jens Knippschild,R,190.0,GER
8280,102615,Dennis Van Scheppingen,R,185.0,NED
8357,102287,Albert Portas,R,188.0,ESP
8361,102887,Ramon Delgado,R,185.0,PAR
8366,102477,Gaston Etlis,R,185.0,ARG
8368,102910,Salvador Navarro,R,180.0,ESP
8373,102167,Juan Albert Viloca Puig,R,185.0,ESP
8375,102765,Nicolas Escude,R,185.0,FRA
8382,101719,Frederic Fontang,R,183.0,FRA
8386,102318,Andrei Pavel,R,183.0,ROU
8394,102869,Galo Blanco,R,173.0,ESP
8408,101473,Jozsef Krocsko,R,180.0,HUN
8485,102770,John Van Lottum,R,185.0,NED
8487,103163,Tommy Haas,R,188.0,GER
8496,103017,Nicolas Kiefer,R,183.0,GER
8501,102419,Christophe Van Garsse,R,185.0,BEL
8504,101997,Marzio Martelli,R,180.0,ITA
8509,103096,Arnaud Clement,R,173.0,FRA
8510,103114,Martin Lee,L,180.0,GBR
8517,102464,Todd Larkham,R,178.0,AUS
8525,102359,Andrew Richardson,L,201.0,GBR
8623,102103,Michael Sell,R,180.0,USA
8664,102269,Jeff Salzenstein,L,185.0,USA
8730,102106,Davide Sanguinetti,R,188.0,ITA
8780,103031,Julian Alonso,R,185.0,ESP
8787,102234,Oliver Gross,R,185.0,GER
8860,102463,Lucas Arnold Ker,R,180.0,ARG
8881,102397,Jose Imaz Ruiz,R,178.0,ESP
8886,101982,Jordi Mas,R,,ESP
8897,102950,Fernando Vicente,R,180.0,ESP
8905,103498,Marat Safin,R,193.0,RUS
8907,102998,Jan Michael Gambill,R,190.0,USA
8909,102369,Julien Boutter,R,190.0,FRA
8919,103151,Mariano Zabaleta,R,183.0,ARG
8988,103206,Sebastien Grosjean,R,175.0,FRA
8996,103110,Daniele Bracciali,R,180.0,ITA
9030,101860,Mark Draper,R,185.0,AUS
9039,103166,Vladimir Voltchkov,R,180.0,BLR
9045,103084,Guillermo Canas,R,185.0,ARG
9111,102834,Paul Goldstein,R,178.0,USA
9114,103758,Taylor Dent,R,188.0,USA
9120,103184,Bob Bryan,L,193.0,USA
9136,101885,Wayne Arthurs,L,190.0,AUS
9152,102306,Michael Kohlmann,R,188.0,GER
9153,103324,Arnaud Di Pasquale,R,185.0,FRA
9159,102939,Jean Baptiste Perlant,R,190.0,FRA
9169,101688,Geoff Grant,R,183.0,USA
9172,102851,Giorgio Galimberti,R,180.0,ITA
9254,102821,Cecil Mamiit,R,173.0,PHI
9260,103720,Lleyton Hewitt,R,180.0,AUS
9280,103264,Mariano Puerta,L,180.0,ARG
9367,101675,Martin Rodriguez,R,178.0,ARG
9374,102860,Agustin Calleri,R,183.0,ARG
9399,103292,Gaston Gaudio,R,175.0,ARG
9400,102905,Stefan Koubek,L,175.0,AUT
9401,101826,Alex Lopez Moron,R,175.0,ESP
9417,103082,Markus Hantschk,R,188.0,GER
9423,103018,Max Mirnyi,R,196.0,BLR
9500,103157,Arvind Parmar,R,193.0,GBR
9508,103387,Paradorn Srichaphan,R,185.0,THA
9513,102987,Andre Sa,R,185.0,BRA
9520,102965,Jamie Delgado,R,178.0,GBR
9525,102455,Lorenzo Manta,R,190.0,SUI
9527,102800,Nenad Zimonjic,R,190.0,SRB
9535,103252,Alberto Martin,R,175.0,ESP
9551,102783,Rainer Schuettler,R,180.0,GER
9624,102966,Fredrik Jonsson,R,193.0,SWE
9637,103193,Peter Wessels,R,196.0,NED
9644,103182,Markus Hipfl,R,178.0,AUT
9655,103344,Ivan Ljubicic,R,193.0,CRO
9669,103598,Xavier Malisse,R,185.0,BEL
9672,102567,George Bastl,R,183.0,SUI
9680,102809,Axel Pretzsch,R,185.0,GER
9747,103181,Jiri Vanek,R,185.0,CZE
9749,103454,Nicolas Massu,R,183.0,CHI
9751,103428,Juan Ignacio Chela,R,190.0,ARG
9755,102722,Attila Savolt,R,183.0,HUN
9773,102607,Juan Balcells,R,190.0,ESP
9778,102243,Marcelo Charpentier,L,180.0,ARG
9782,103909,Guillermo Coria,R,175.0,ARG
9786,102652,Christian Vinck,L,183.0,GER
9790,102768,Federico Browne,R,180.0,ARG
9794,103819,Roger Federer,R,185.0,SUI
9795,101969,Orlin Stanoytchev,R,185.0,BUL
9796,103356,Michel Kratochvil,R,185.0,SUI
9797,102381,Werner Eschauer,R,188.0,AUT
9801,103507,Juan Carlos Ferrero,R,183.0,ESP
9874,103566,Michael Llodra,L,190.0,FRA
9882,103248,Harel Levy,R,185.0,ISR
9889,103694,Olivier Rochus,R,168.0,BEL
9913,103714,Andreas Vinciguerra,L,180.0,SWE
9916,102880,Alexander Popp,R,201.0,GER
9918,103198,Justin Bower,L,190.0,RSA
9925,103294,Christophe Rochus,R,170.0,BEL
10018,103457,Petr Kralert,R,188.0,CZE
10021,102703,Hyung Taik Lee,R,180.0,KOR
10024,103602,Fernando Gonzalez,R,183.0,CHI
10045,102642,Cyril Saulnier,R,190.0,FRA
10132,103171,Raemon Sluiter,R,185.0,NED
10152,102422,Michael Hill,R,188.0,AUS
10154,102872,James Sekulov,R,180.0,AUS
10172,102494,Tomas Behrend,R,193.0,GER
10184,102179,Antony Dupuis,R,185.0,FRA
10258,103188,Michael Russell,R,173.0,USA
10260,103709,Kristian Pless,R,188.0,DEN
10263,103990,Tommy Robredo,R,180.0,ESP
10264,103444,Jean Rene Lisnard,R,173.0,MON
10271,102831,Jacobo Diaz,R,173.0,ESP
10275,104076,Jose Acasuso,R,190.0,ARG
10281,104053,Andy Roddick,R,188.0,USA
10283,103786,Nikolay Davydenko,R,178.0,RUS
10291,102107,Jan Frode Andersen,L,190.0,NOR
10295,102911,Andrei Stoliarov,R,178.0,RUS
10296,103656,Albert Montanes,R,175.0,ESP
10304,102934,Nicolas Coutelot,R,185.0,FRA
10308,103176,David Sanchez,R,183.0,ESP
10315,102231,Alex Calatrava,R,190.0,ESP
10381,102443,Barry Cowan,L,188.0,GBR
10402,102153,German Puentes,R,173.0,ESP
10420,104022,Mikhail Youzhny,R,183.0,RUS
10520,103900,David Nalbandian,R,180.0,ARG
10524,103484,James Blake,R,185.0,USA
10527,103451,Bjorn Phau,R,175.0,GER
10533,102855,Jack Brasington,R,188.0,USA
10564,104068,Robby Ginepri,R,183.0,USA
10685,102730,Ivo Heuberger,R,188.0,SUI
10695,103420,Michal Tabara,R,175.0,CZE
10763,103063,Sebastien De Chaunac,R,183.0,FRA
10778,103852,Feliciano Lopez,L,188.0,ESP
10779,103145,Amir Hadad,R,183.0,ISR
10780,103813,Jarkko Nieminen,L,185.0,FIN
10795,103789,Irakli Labadze,L,188.0,GEO
10803,103908,Paul Henri Mathieu,R,185.0,FRA
10806,102087,Oleg Ogorodov,R,193.0,UZB
10822,103581,Flavio Saretta,R,183.0,BRA
10889,102571,Gregory Carraz,R,190.0,FRA
10890,102382,Julian Knowle,L,188.0,AUT
10897,103319,Jeff Morrison,R,185.0,USA
10902,102788,Jan Vacek,R,198.0,CZE
10903,104339,Mario Ancic,R,196.0,CRO
10909,103285,Radek Stepanek,R,185.0,CZE
10918,102565,Alexander Waske,R,188.0,GER
10921,102143,Nicolas Thomann,R,183.0,FRA
10945,103971,Karol Beck,R,180.0,SVK
11016,103174,Noam Okun,R,185.0,ISR
11020,104417,Robin Soderling,R,193.0,SWE
11024,103888,Mardy Fish,R,188.0,USA
11076,103781,Jurgen Melzer,L,183.0,AUT
11156,103003,Jean Francois Bachelot,R,183.0,FRA
11160,103397,Alexandre Simoni,R,188.0,BRA
11188,103297,Alex Kim,R,175.0,USA
11274,103133,Olivier Mutis,R,175.0,FRA
11298,103047,Julien Varlet,R,180.0,FRA
11299,103812,Victor Hanescu,R,198.0,ROU
11301,103632,Luis Horna,R,180.0,PER
11302,103280,Martin Verkerk,R,196.0,NED
11306,103970,David Ferrer,R,175.0,ESP
11310,104043,Marc Lopez,R,175.0,ESP
11396,103333,Ivo Karlovic,R,208.0,CRO
11397,103385,Paul Baccanello,R,183.0,AUS
11406,104745,Rafael Nadal,L,185.0,ESP
11407,104014,Lee Childs,R,,GBR
11409,103408,Brian Vahaly,R,183.0,USA
11430,102863,Takao Suzuki,R,175.0,JPN
11433,103153,Gilles Elseneer,R,188.0,BEL
11438,103325,Wesley Moodie,R,196.0,RSA
11439,102780,Frederic Niemeyer,R,190.0,CAN
11446,102999,Stefano Galvani,R,178.0,ITA
11541,104607,Tomas Berdych,R,196.0,CZE
11550,104269,Fernando Verdasco,L,188.0,ESP
11563,104098,Dmitry Tursunov,R,185.0,RUS
11655,102957,Vadim Kutsenko,R,180.0,RUS
11663,102512,Joseph Sirianni,R,175.0,AUS
11675,103154,Jaymon Crabb,R,183.0,AUS
11692,103429,Peter Luczak,R,183.0,AUS
11783,103535,Olivier Patience,R,180.0,FRA
11786,103808,Potito Starace,R,188.0,ITA
11791,104268,Alejandro Falla,L,185.0,COL
11794,104214,Igor Andreev,R,185.0,RUS
11796,103898,Julien Benneteau,R,185.0,FRA
11807,103305,Daniel Elsner,R,183.0,GER
11814,104198,Guillermo Garcia Lopez,R,188.0,ESP
11817,104252,Florian Mayer,R,190.0,GER
11823,104338,Juan Monaco,R,185.0,ARG
11825,103592,Jerome Haehnel,R,185.0,FRA
11827,103527,Julien Jeanpierre,R,188.0,FRA
11917,103835,Filippo Volandri,R,183.0,ITA
11925,104229,Yen Hsun Lu,R,180.0,TPE
11926,104026,Joachim Johansson,R,198.0,SWE
11949,103754,Mark Hilton,L,170.0,GBR
11966,103580,Alexander Peya,R,183.0,AUT
12032,104571,Marcos Baghdatis,R,183.0,CYP
12048,104025,Amer Delic,R,196.0,BIH
12065,102538,Tuomas Ketola,R,185.0,FIN
12067,103672,Ricardo Mello,L,175.0,BRA
12076,104259,Philipp Kohlschreiber,R,178.0,GER
12086,104312,Andreas Seppi,R,190.0,ITA
12187,104589,Chris Guccione,L,201.0,AUS
12200,102785,Glenn Weiner,R,188.0,USA
12217,103693,Thierry Ascione,R,188.0,FRA
12219,104379,Todd Reid,R,180.0,AUS
12286,104597,Nicolas Almagro,R,183.0,ESP
12289,104386,Janko Tipsarevic,R,180.0,SRB
12291,103503,Robin Vik,R,183.0,CZE
12295,103169,Oscar Hernandez,R,180.0,ESP
12304,104755,Richard Gasquet,R,185.0,FRA
12307,103722,Florent Serra,R,180.0,FRA
12318,104925,Novak Djokovic,R,188.0,SRB
12330,103401,Jan Hernych,R,190.0,CZE
12331,104160,Lukas Dlouhy,R,185.0,CZE
12342,104019,Kristof Vliegen,R,193.0,BEL
12344,104527,Stan Wawrinka,R,183.0,SUI
12413,104371,Ivo Minar,R,183.0,CZE
12414,103035,Alessio Di Mauro,L,185.0,ITA
12422,102720,Tomas Zib,R,178.0,CZE
12433,103240,Kevin Kim,R,180.0,USA
12437,103821,Danai Udomchoke,R,173.0,THA
12438,104792,Gael Monfils,R,193.0,FRA
12441,103559,David Sherwood,R,193.0,GBR
12453,104918,Andy Murray,R,190.0,GBR
12458,104180,Gilles Muller,L,193.0,LUX
12561,103967,Michael Lammer,R,185.0,SUI
12564,104154,Paul Capdeville,R,190.0,CHI
12594,104548,Brian Baker,R,190.0,USA
12601,104812,Scoville Jenkins,R,188.0,USA
12704,103490,Santiago Ventura,R,183.0,ESP
12708,104035,Bobby Reynolds,R,183.0,USA
12727,103516,Nathan Healey,R,180.0,AUS
12799,102967,Marc Gicquel,R,188.0,FRA
12807,104592,Ilija Bozoljac,R,193.0,SRB
12814,103506,Martin Vassallo Arguello,R,183.0,ARG
12818,105095,Evgeny Korolev,R,185.0,KAZ
12826,104010,Dieter Kindlmann,R,183.0,GER
12834,104871,Jeremy Chardy,R,188.0,FRA
12835,103105,Ruben Ramirez Hidalgo,R,183.0,ESP
12850,104515,Mathieu Montcourt,R,183.0,FRA
12922,103917,Nicolas Mahut,R,190.0,FRA
12925,104171,Richard Bloomfield,R,185.0,GBR
12931,103857,Igor Kunitsyn,R,180.0,RUS
12938,103794,Benjamin Becker,R,178.0,GER
12941,104056,Roko Karanusic,R,183.0,CRO
12950,104499,Jimmy Wang,R,178.0,TPE
12978,103369,Melle Van Gemerden,R,183.0,NED
12982,103470,Robert Kendrick,R,190.0,USA
13052,105023,Sam Querrey,R,198.0,USA
13061,104559,Teymuraz Gabashvili,R,188.0,RUS
13065,104976,Ryan Sweeting,R,196.0,USA
13072,104225,Jan Hajek,R,180.0,CZE
13075,103997,Lukasz Kubot,R,190.0,POL
13084,103999,Thiago Alves,R,178.0,BRA
13092,104468,Gilles Simon,R,183.0,FRA
13093,103843,Marco Chiudinelli,R,185.0,SUI
13195,104081,Boris Pashanski,R,180.0,SRB
13198,104166,Alex Bogomolov Jr,R,178.0,RUS
13204,103487,Federico Luzzi,R,188.0,ITA
13216,103726,Jean Christophe Faurel,R,175.0,FRA
13231,103823,Denis Gremelmayr,L,183.0,GER
13304,104122,Carlos Berlocq,R,183.0,ARG
13310,103077,Konstantinos Economidis,R,188.0,GRE
13323,103868,Ivan Navarro,R,183.0,ESP
13327,104620,Simone Bolelli,R,183.0,ITA
13331,104273,Edouard Roger Vasselin,R,188.0,FRA
13334,104397,Laurent Recouderc,R,178.0,FRA
13339,103701,Diego Hartfield,R,185.0,ARG
13355,103976,Juan Pablo Brzezicki,R,178.0,ARG
13362,105208,Ernests Gulbis,R,190.0,LAT
13363,104262,Flavio Cipolla,R,173.0,ITA
13429,105223,Juan Martin del Potro,R,198.0,ARG
13430,103529,Aisam Ul Haq Qureshi,R,183.0,PAK
13433,103582,Michael Berrer,L,193.0,GER
13458,104542,Jo-Wilfried Tsonga,R,188.0,FRA
13465,104433,Frank Dancevic,R,185.0,CAN
13466,103534,Nicolas Devilder,L,173.0,FRA
13557,103573,Rik De Voest,R,180.0,RSA
13558,104545,John Isner,R,206.0,USA
13561,105385,Donald Young,L,183.0,USA
13580,104332,Philipp Petzschner,R,185.0,GER
13597,104534,Dudi Sela,R,175.0,ISR
13608,104639,Wayne Odesnik,L,180.0,USA
13701,103530,Zack Fleishman,R,188.0,USA
13723,104635,Robert Smeets,L,188.0,AUS
13731,104864,Alex Kuznetsov,R,183.0,USA
13732,104999,Mischa Zverev,L,190.0,GER
13811,103543,David Marrero,R,185.0,ESP
13818,105227,Marin Cilic,R,198.0,CRO
13819,104665,Pablo Andujar,R,180.0,ESP
13827,103675,Diego Junqueira,L,178.0,ARG
13829,103228,Marcos Daniel,R,180.0,BRA
13849,104724,Eduardo Schwank,R,183.0,ARG
13850,104719,Marcel Granollers,R,190.0,ESP
13855,104091,Miguel Angel Lopez Jaen,R,188.0,ESP
13862,103850,Sebastian Decoud,L,178.0,ARG
13866,104216,Maximo Gonzalez,R,175.0,ARG
13962,105064,Thomaz Bellucci,L,188.0,BRA
13963,104217,Simon Stadler,L,183.0,GER
13970,105052,Chris Eaton,R,188.0,GBR
13981,105028,Jesse Levine,L,175.0,CAN
13993,104678,Viktor Troicki,R,193.0,SRB
14064,104281,Ryler Deheart,L,183.0,USA
14072,104327,Steve Darcis,R,178.0,BEL
14077,104979,Andrey Golubev,R,185.0,KAZ
14080,104676,Andreas Beck,L,190.0,GER
14082,105453,Kei Nishikori,R,178.0,JPN
14116,104173,Sam Warburg,R,190.0,USA
14120,104349,Rui Machado,R,178.0,POR
14201,104898,Robin Haase,R,190.0,NED
14211,104797,Denis Istomin,R,188.0,UZB
14216,103553,Alun Jones,R,180.0,AUS
14343,104721,Josselin Ouanna,R,193.0,FRA
14358,104593,Daniel Gimeno Traver,R,185.0,ESP
14363,104660,Sergiy Stakhovsky,R,193.0,UKR
14370,105558,Guillaume Rufin,R,188.0,FRA
14371,104003,Victor Crivoi,R,185.0,ROU
14373,104919,Leonardo Mayer,R,188.0,ARG
14450,104926,Fabio Fognini,R,178.0,ITA
14466,104655,Pablo Cuevas,R,180.0,URU
14490,103752,Simon Greul,R,185.0,GER
14588,104958,Carsten Ball,L,198.0,AUS
14590,104070,Jesse Witten,R,178.0,USA
14592,104500,Somdev Devvarman,R,180.0,IND
14600,104947,Marsel Ilhan,R,190.0,TUR
14608,104547,Horacio Zeballos,L,188.0,ARG
14622,104230,Daniel Koellerer,R,180.0,AUT
14748,106071,Bernard Tomic,R,193.0,AUS
14755,105454,Brydan Klein,R,183.0,AUS
14756,104314,Brian Dabul,L,170.0,ARG
14827,103565,Stephane Robert,R,185.0,FRA
14834,105079,Ivan Sergeyev,R,175.0,UKR
14836,104471,Ivan Dodig,R,183.0,CRO
14839,105011,Illya Marchenko,R,185.0,UKR
14848,105053,Santiago Giraldo,R,188.0,COL
14878,104476,Louk Sorensen,R,175.0,IRL
14879,105099,Antonio Veic,R,180.0,CRO
14887,105041,Lukas Lacko,R,185.0,SVK
14955,104714,Julian Reister,R,188.0,GER
14965,104735,Tobias Kamke,R,180.0,GER
14981,105217,Thiemo De Bakker,R,193.0,NED
14985,104882,Blaz Kavcic,R,188.0,SLO
14987,104813,Grega Zemlja,R,183.0,SLO
14993,105137,Pere Riba,R,183.0,ESP
14997,103393,Yuri Schukin,R,188.0,KAZ
15006,105238,Alexandr Dolgopolov,R,180.0,UKR
15084,105575,Ricardas Berankis,R,175.0,LTU
15093,104978,Daniel Brands,R,196.0,GER
15097,104717,Brendan Evans,R,188.0,USA
15106,104308,Michal Przysiezny,R,185.0,POL
15129,104770,Martin Fischer,R,180.0,AUT
15211,105332,Benoit Paire,R,196.0,FRA
15213,105992,Ryan Harrison,R,183.0,USA
15220,105173,Adrian Mannarino,L,183.0,FRA
15223,104460,Dustin Brown,R,196.0,GER
15240,104731,Kevin Anderson,R,203.0,RSA
15250,105166,Peter Polansky,R,180.0,CAN
15343,105683,Milos Raonic,R,196.0,CAN
15386,105777,Grigor Dimitrov,R,188.0,BUL
15387,104523,Frederico Gil,R,178.0,POR
15474,105077,Albert Ramos,L,188.0,ESP
15481,104890,Andreas Haider Maurer,R,190.0,AUT
15490,104586,Lukas Rosol,R,196.0,CZE
15501,105318,Thomas Schoorel,L,203.0,NED
15506,105270,Maxime Teixeira,R,188.0,FRA
15514,105062,Mikhail Kukushkin,R,183.0,KAZ
15739,104869,Sergei Bubka,R,188.0,UKR
15744,104291,Malek Jaziri,R,185.0,TUN
15746,104297,Rogerio Dutra Silva,R,178.0,BRA
15759,105577,Vasek Pospisil,R,193.0,CAN
15767,106058,Jack Sock,R,185.0,USA
15843,105147,Tatsuma Ito,R,180.0,JPN
15850,105902,James Duckworth,R,183.0,AUS
15867,105051,Matthew Ebden,R,188.0,AUS
15982,105649,Cedrik Marcel Stebe,L,183.0,GER
15985,104494,Adrian Ungur,R,178.0,ROU
15986,105373,Martin Klizan,L,190.0,SVK
15988,105676,David Goffin,R,180.0,BEL
16105,105074,Ruben Bemelmans,L,183.0,BEL
16109,105668,Jerzy Janowicz,R,203.0,POL
16124,105438,Inigo Cervantes Huegun,R,183.0,ESP
16128,104932,Kenny De Schepper,L,203.0,FRA
16133,104424,Go Soeda,R,178.0,JPN
16149,104868,James Ward,R,190.0,GBR
16236,105132,Jurgen Zopp,R,190.0,EST
16248,105065,Tim Smyczek,R,175.0,USA
16263,105614,Bradley Klahn,L,190.0,USA
16264,105449,Steve Johnson,R,188.0,USA
16268,104997,Igor Sijsling,R,190.0,NED
16283,106261,Dennis Novikov,R,193.0,USA
16357,105723,Andrey Kuznetsov,R,185.0,RUS
16362,105138,Roberto Bautista Agut,R,183.0,ESP
16370,105539,Evgeny Donskoy,R,185.0,RUS
16387,104330,Rajeev Ram,R,193.0,USA
16395,105311,Joao Sousa,R,185.0,POR
16407,104804,Amir Weintraub,R,188.0,ISR
16477,105550,Guido Pella,L,185.0,ARG
16478,106298,Lucas Pouille,R,185.0,FRA
16489,105643,Federico Delbonis,L,190.0,ARG
16530,106401,Nick Kyrgios,R,193.0,AUS
16605,105526,Jan Lennard Struff,R,193.0,GER
16625,106045,Denis Kudla,R,180.0,USA
16743,105376,Peter Gojowczyk,R,185.0,GER
16785,105554,Daniel Evans,R,175.0,GBR
16858,106423,Thanasi Kokkinakis,R,196.0,AUS
16863,105583,Dusan Lajovic,R,180.0,SRB
16874,104672,Vincent Millot,L,173.0,FRA
16879,105641,Blaz Rola,L,193.0,SLO
16891,106000,Damir Dzumhur,R,172.0,BIH
16894,106233,Dominic Thiem,R,185.0,AUT
16994,105678,Axel Michon,L,176.0,FRA
17014,104594,Marinko Matosevic,R,194.0,AUS
17017,104873,Aleksandr Nedovyesov,R,193.0,KAZ
17026,105487,Facundo Bagnis,L,183.0,ARG
17030,106043,Diego Schwartzman,R,170.0,ARG
17033,106210,Jiri Vesely,L,198.0,CZE
17034,105292,Alejandro Gonzalez,R,190.0,COL
17133,105047,Tim Puetz,R,185.0,GER
17136,106291,Luke Saville,R,188.0,AUS
17148,105302,Ante Pavic,R,196.0,CRO
17248,105807,Pablo Carreno Busta,R,188.0,ESP
17252,104897,Matthias Bachinger,R,188.0,GER
17266,106432,Borna Coric,R,188.0,CRO
17267,103607,Victor Estrella,R,173.0,DOM
17272,104628,Alexander Kudryavtsev,R,183.0,RUS
17292,103893,Paolo Lorenzi,R,183.0,ITA
17300,105032,Sam Groth,R,193.0,AUS
17382,105657,Marius Copil,R,193.0,ROU
17510,106378,Kyle Edmund,R,188.0,GBR
17517,105063,Andrea Arnaboldi,L,180.0,ITA
17621,105732,Pierre Hugues Herbert,R,188.0,FRA
17632,100644,Alexander Zverev,R,198.0,GER
17639,105357,John Millman,R,183.0,AUS
17641,106281,Liam Broady,L,183.0,GBR
17656,105379,Aljaz Bedene,R,181.0,SLO
17676,105932,Nikoloz Basilashvili,R,185.0,GEO
17776,105936,Filip Krajinovic,R,185.0,SRB
17779,111202,Hyeon Chung,R,188.0,KOR
17787,105572,Austin Krajicek,L,188.0,USA
17791,106415,Yoshihito Nishioka,L,170.0,JPN
17874,111460,Quentin Halys,R,191.0,FRA
17878,105952,Renzo Olivo,R,180.0,ARG
17882,117357,Omar Jasika,L,183.0,AUS
17884,111511,Noah Rubin,R,175.0,USA
17891,105477,Marco Trungelliti,R,178.0,ARG
17903,105806,Mirza Basic,R,188.0,BIH
18034,105413,Andrej Martin,R,180.0,SVK
18045,106361,Adam Pavlasek,R,186.0,CZE
18046,106121,Taro Daniel,R,191.0,JPN
18054,106216,Bjorn Fratangelo,R,183.0,USA
18061,111442,Jordan Thompson,R,183.0,AUS
18062,106288,Mathias Bourgue,R,188.0,FRA
18144,105650,Marcus Willis,L,191.0,GBR
18169,105430,Radu Albot,R,175.0,MDA
18180,105881,Matthew Barton,R,191.0,AUS
18260,124014,Ernesto Escobedo,R,185.0,MEX
18279,105596,Jan Satral,R,188.0,CZE
18300,105561,Alessandro Giannessi,L,183.0,ITA
18303,111575,Karen Khachanov,R,198.0,RUS
18309,111577,Jared Donaldson,R,188.0,USA
18382,126094,Andrey Rublev,R,188.0,RUS
18383,200282,Alex De Minaur,R,183.0,AUS
18388,122330,Alexander Bublik,R,196.0,KAZ
18418,126207,Frances Tiafoe,R,188.0,USA
18434,106225,Andrew Whittington,R,188.0,AUS
18518,106044,Nicolas Kicker,R,178.0,ARG
18530,106329,Thiago Monteiro,L,183.0,BRA
18538,104505,Konstantin Kravchuk,R,190.0,RUS
18566,126127,Benjamin Bonzi,R,185.0,FRA
18568,109303,Stefano Napolitano,R,196.0,ITA
18650,106421,Daniil Medvedev,R,198.0,RUS
18672,124116,Sebastian Ofner,R,191.0,AUT
18693,105216,Yuichi Sugita,R,173.0,JPN
18766,105882,Stefano Travaglia,R,185.0,ITA
18788,104629,Adrian Menendez Maceiras,R,185.0,ESP
18792,126203,Taylor Fritz,R,193.0,USA
18803,105341,Thomas Fabbiano,R,173.0,ITA
18811,133430,Denis Shapovalov,L,185.0,CAN
18816,111815,Cameron Norrie,L,188.0,GBR
18894,134770,Casper Ruud,R,183.0,NOR
18906,111456,Mackenzie Mcdonald,R,178.0,USA
