,player_id,player_name,player_hand,player_ht,player_ioc
18926,109739,Maximilian Marterer,L,191.0,GER
18927,105815,Tennys Sandgren,R,188.0,USA
18946,105916,Marton Fucsovics,R,188.0,HUN
18950,132283,Lorenzo Sonego,R,191.0,ITA
19033,128034,Hubert Hurkacz,R,196.0,POL
19037,111200,Elias Ymer,R,183.0,SWE
19049,144895,Corentin Moutet,L,178.0,FRA
19053,106065,Marco Cecchinato,R,185.0,ITA
19058,144719,Jaume Munar,R,183.0,ESP
19061,105819,Guido Andreozzi,R,183.0,ARG
19065,126774,Stefanos Tsitsipas,R,193.0,GRE
19066,126610,Matteo Berrettini,R,196.0,ITA
19162,111797,Nicolas Jarry,R,198.0,CHI
19164,110602,Dennis Novak,R,183.0,AUT
19281,106186,Jason Kubler,R,178.0,AUS
19291,106148,Roberto Carballes Baena,R,183.0,ESP
19300,200005,Ugo Humbert,L,188.0,FRA
19320,111513,Laslo Djere,R,188.0,SRB
19402,200615,Alexei Popyrin,R,196.0,AUS
19404,124187,Reilly Opelka,R,211.0,USA
19424,106109,Alex Bolt,L,183.0,AUS
19496,105967,Henri Laaksonen,R,185.0,SUI
19502,125802,Ilya Ivashka,R,193.0,BLR
19526,106099,Salvatore Caruso,R,185.0,ITA
19530,144750,Lloyd Harris,R,193.0,RSA
19537,200611,Elliot Benchetrit,R,193.0,FRA
19538,144707,Mikael Ymer,R,183.0,SWE
19545,126156,Antoine Hoang,R,183.0,FRA
19549,106296,Gregoire Barrere,R,183.0,FRA
19557,106198,Hugo Dellien,R,180.0,BOL
19561,106426,Cristian Garin,R,185.0,CHI
19570,106214,Oscar Otte,R,196.0,GER
19580,106228,Juan Ignacio Londero,R,180.0,ARG
19585,200175,Miomir Kecmanovic,R,183.0,SRB
19586,120424,Yannick Maden,R,185.0,GER
19655,200000,Felix Auger Aliassime,R,193.0,CAN
19709,136440,Dominik Koepfer,L,180.0,GER
19713,126652,Jay Clarke,R,183.0,GBR
19788,202385,Jenson Brooksby,R,188.0,USA
19805,111794,Kamil Majchrzak,R,183.0,POL
19831,106078,Egor Gerasimov,R,196.0,BLR
19922,124079,Pedro Martinez,R,185.0,ESP
19926,126214,Alejandro Tabilo,L,188.0,CHI
19946,206173,Jannik Sinner,R,188.0,ITA
19947,126205,Tommy Paul,R,185.0,USA
19959,111581,Michael Mmoh,R,188.0,USA
19962,200221,Alejandro Davidovich Fokina,R,183.0,ESP
19963,117360,Marc Polmans,R,188.0,AUS
20037,106283,Mitchell Krueger,R,188.0,USA
20041,126952,Soon Woo Kwon,R,180.0,KOR
20045,106218,Marcos Giron,R,180.0,USA
20049,202195,Maxime Cressy,R,198.0,USA
20057,105948,Federico Coria,R,180.0,ARG
20062,206909,Brandon Nakashima,R,185.0,USA
20066,200325,Emil Ruusuvuori,R,188.0,FIN
20076,200670,J J Wolf,R,183.0,USA
20078,106331,Christopher Oconnell,R,183.0,AUS
20093,105613,Norbert Gombos,R,193.0,SVK
20094,111576,Sumit Nagal,R,178.0,IND
20161,123755,Daniel Elahi Galan,R,191.0,COL
20168,105226,Attila Balazs,R,180.0,HUN
20172,127157,Daniel Altmaier,R,191.0,GER
20187,110748,Nikola Milojevic,R,188.0,SRB
20196,200514,Jurij Rodionov,L,191.0,AUT
20197,105841,Lorenzo Giustino,R,183.0,ITA
20201,200384,Hugo Gaston,L,173.0,FRA
20217,200624,Sebastian Korda,R,196.0,USA
20293,207518,Lorenzo Musetti,R,185.0,ITA
20307,126149,Gianluca Mager,R,185.0,ITA
20313,106234,Aslan Karatsev,R,185.0,RUS
20315,207989,Carlos Alcaraz,R,185.0,ESP
20319,126128,Roman Safiullin,R,185.0,RUS
20329,122298,Botic Van De Zandschulp,R,188.0,NED
20340,111505,Enzo Couacaud,R,183.0,FRA
20541,134868,Tallon Griekspoor,R,188.0,NED
20562,208260,Zachary Svajda,R,175.0,USA
20578,126523,Bernabe Zapata Miralles,R,185.0,ESP
20585,126239,Arthur Rinderknech,R,196.0,FRA
20593,144684,Alex Molcan,L,178.0,SVK
20697,124186,Alexandre Muller,R,183.0,FRA
20721,207830,Tomas Machac,R,183.0,CZE
20808,111578,Stefan Kozlov,R,183.0,USA
20813,126846,Aleksandar Vukic,R,188.0,AUS
20824,105870,Yannick Hanfmann,R,193.0,GER
20840,202104,Sebastian Baez,R,170.0,ARG
20930,200116,Camilo Ugo Carabelli,R,,ARG
20931,127339,Borna Gojo,R,196.0,CRO
20961,208029,Holger Rune,R,185.0,DEN
20963,106398,Pedro Cachin,R,185.0,ARG
20967,144645,Zdenek Kolar,R,185.0,CZE
21054,126646,Tim Van Rijthoven,R,188.0,NED
21061,106328,Christian Harrison,R,178.0,USA
21074,126106,Ryan Peniston,U,,GBR
21081,126409,Hugo Grenier,R,196.0,FRA
21085,207733,Jack Draper,L,191.0,GBR
21102,202400,Alastair Gray,R,,GBR
21177,132686,Nuno Borges,R,185.0,POR
21178,200059,Yibing Wu,R,183.0,CHN
21196,207182,Emilio Nava,R,183.0,USA
21199,200587,Brandon Holt,R,,USA
21209,133835,Gijs Brouwer,L,,NED
21213,111153,Christopher Eubanks,R,201.0,USA
21304,207494,Dalibor Svrcina,R,,CZE
21308,209992,Juncheng Shang,L,,CHN
21315,133297,Yosuke Watanuki,R,180.0,JPN
21319,208014,Rinky Hijikata,U,,AUS
21324,144869,Tomas Martin Etcheverry,R,196.0,ARG
21327,106005,Constant Lestienne,R,180.0,FRA
21329,208103,Jiri Lehecka,R,185.0,CZE
21330,202103,Francisco Cerundolo,R,185.0,ARG
21352,210097,Ben Shelton,L,,USA
21431,208286,Matteo Arnaldi,R,183.0,ITA
21434,207686,Alexander Shevchenko,R,,RUS
21447,209414,Luca Van Assche,R,,FRA
21450,122669,Juan Pablo Varillas,R,185.0,PER
21463,144821,Genaro Alberto Olivieri,U,,ARG
21464,131934,Andrea Vavassori,R,193.0,ITA
21473,202058,Thiago Agustin Tirante,R,185.0,ARG
21474,111190,Zhizhen Zhang,R,193.0,CHN
21475,206748,Giulio Zeppieri,L,185.0,ITA
21490,126845,Max Purcell,R,185.0,AUS
21492,205734,Thiago Seyboth Wild,R,185.0,BRA
21565,208502,Dominic Stricker,L,180.0,SUI
21597,208004,Harold Mayot,R,178.0,FRA
21606,144642,Tomas Barrios Vera,R,191.0,CHI
21614,123828,Jan Choinski,R,,GBR
21687,209950,Arthur Fils,R,185.0,FRA
21689,200318,Yu Hsiou Hsu,U,,TPE
21701,200335,Felipe Meligeni Alves,R,185.0,BRA
21704,210506,Alex Michelsen,U,,USA
21720,206681,Fabian Marozsan,R,191.0,HUN
21725,207678,Juan Manuel Cerundolo,L,183.0,ARG
21735,208169,Titouan Droguet,R,,FRA
21736,210150,Jakub Mensik,U,,CZE
2,108377,Thierry Stevaux,R,,BEL
7,100443,Christophe Freyss,L,183.0,FRA
9,100118,Ivan Molina,L,,COL
13,100369,Herve Gauvain,R,180.0,FRA
14,100141,Zeljko Franulovic,R,,CRO
20,100228,Kjell Johansson,R,,SWE
23,100416,Bill Maze,R,,USA
26,100429,Miguel Mir,R,,ESP
28,100331,Jean Louis Haillet,R,,FRA
32,100438,Carlos Gattiker,R,175.0,ARG
40,100197,Alejandro Pierola,R,,CHI
43,100062,Francois Jauffret,R,180.0,FRA
49,100298,George Hardie,L,,USA
52,100215,Fred Mcnair,R,183.0,USA
54,100160,Georges Goven,R,173.0,FRA
55,100289,Byron Bertram,R,,RSA
56,108580,Zoltan Ilin,R,,SRB
58,108434,Tony Parun,R,,NZL
128,100495,Wayne Hampson,R,183.0,AUS
137,100058,Roger Taylor,L,183.0,GBR
145,100287,Robin Drysdale,R,,GBR
159,100506,Howard Schoenfield,R,,USA
160,100382,Chris Kachel,R,,AUS
162,100045,John Paish,L,,GBR
167,100378,David Schneider,R,185.0,USA
168,100401,Sean Sorensen,R,,IRL
169,100163,Tom Leonard,R,175.0,USA
174,100127,Tom Gorman,R,180.0,USA
181,100060,Marty Riessen,R,185.0,USA
190,100148,Ismail El Shafei,R,,EGY
259,100166,Gene Stuart Malin,R,,USA
261,100405,Fernando Maynetto,R,,PER
269,100559,Mike Gandolfo,R,,USA
273,100726,Greg Whitecross,R,185.0,AUS
274,100616,Andy Kohlberg,L,178.0,USA
276,100410,Tim Garcia,R,,USA
293,100238,Rick Fisher,R,,USA
301,109871,Harry Fritz,R,,CAN
302,100391,Larry Davidson,R,,USA
304,100608,John Benson,R,,USA
309,100704,Billy Nealon,L,178.0,USA
317,100336,Guillermo Aubone,L,,ARG
411,107398,John Trickey,R,,AUS
445,100598,Wolfgang Popp,R,183.0,GER
454,107298,Javier Restrepo,R,,COL
455,100177,Pavel Hutka,R,,CZE
463,108481,Vittorio Magnelli,R,,ITA
467,100412,Bruce Nichols,R,,USA
471,100630,Gustavo Guerrero,L,180.0,ARG
493,107000,Fernando Dalla Fontana,R,,ARG
497,100615,Gianluca Rinaldini,R,,ITA
504,100463,Ben Mckown,R,,USA
589,100573,Ron Hightower,R,185.0,USA
595,100522,Chris Dunk,R,193.0,USA
604,100899,Jorgen Windahl,R,183.0,SWE
614,100241,Joel Bailey,R,,USA
620,100349,Glen Holroyd,R,,USA
714,100682,Ernie Fernandez,R,190.0,PUR
716,100596,Bill Cowan,R,,CAN
717,100672,Derek Segal,R,178.0,RSA
731,100358,Mike Fishbach,R,180.0,USA
733,100789,Ivan Dupasquier,R,,SUI
753,100379,Craig Edwards,R,175.0,USA
760,100497,Markus Gunthardt,R,178.0,SUI
761,100447,Juan Nunez,R,190.0,CHI
835,100749,Dave Siegler,R,,USA
899,100496,Charles Buzz Strode,R,183.0,USA
906,110788,Jose Garcia Requena,U,,ESP
912,100538,Alejandro Gattiker,R,180.0,ARG
913,100398,Julio Goes,R,180.0,BRA
931,100622,Patrizio Parrini,R,,ITA
935,100620,Eduardo Osta,L,160.0,ESP
936,100523,Erick Iskersky,R,180.0,USA
1016,100722,Michael Fancutt,R,190.0,AUS
1059,100328,Rand Evett,R,,USA
1147,100702,Sean Brawley,R,178.0,USA
1173,100588,Pender Murphy,R,,USA
1185,100557,Jai Dilouie,R,,USA
1187,100223,Jeff Simpson,R,,NZL
1193,100604,Egan Adams,R,178.0,USA
1270,100520,Juan Farrow,R,180.0,USA
1279,108512,Wes Horskins,R,,AUS
1281,107495,Ken Barton,R,,AUS
1287,100812,Gerald Mild,R,,AUT
1288,100849,David Graham,R,180.0,AUS
1297,101057,Peter Carter,R,180.0,AUS
1299,100439,Mike Barr,R,,USA
1310,100681,Morris Skip Strode,R,193.0,USA
1312,107168,Hans Hansson,R,,AUS
1314,100680,Peter Johnston,L,178.0,AUS
1317,100571,Mark Freedman,R,,USA
1329,107271,Jamie Harty,R,,AUS
1373,106615,Bernard Balleret,R,,MON
1383,100179,Karl Meiler,R,178.0,GER
1402,100246,Frank Puncec,R,,RSA
1408,100723,Jacques Hervet,R,,FRA
1416,101394,Francois Errard,R,180.0,FRA
1422,107944,Paul Groth,R,,USA
1426,100323,Givaldo Barbosa,R,183.0,BRA
1515,100673,Robbie Venter,L,180.0,RSA
1520,100674,Jeff Turpin,R,188.0,USA
1523,100527,Chris Bradnam,R,,GBR
1629,100528,Randy Druz,R,,USA
1752,101094,Eduardo Oncins,R,,BRA
1771,101366,David Macpherson,L,175.0,AUS
1967,100669,Charles Bud Cox,R,196.0,USA
2227,106783,Corey Wittenberg,R,,USA
2233,100556,Brian Levine,R,183.0,RSA
2237,100798,Howard Sands,R,173.0,USA
2251,100703,Randy Nixon,R,193.0,USA
2327,100907,Luca Bottazzi,R,170.0,ITA
2344,100548,Ivan Kley,R,183.0,BRA
2364,100986,Dacio Campos,R,185.0,BRA
2448,100854,Leighton Alfred,L,180.0,GBR
2500,101325,Jason Goodall,R,178.0,GBR
2610,100796,Ahmed El Mehelmy,R,183.0,EGY
2619,101031,Massimo Cierro,R,173.0,ITA
2703,100793,Stephane Bonneau,R,188.0,CAN
2718,200630,Alexander Zverev Sr,R,185.0,RUS
2726,100840,Mark Wooldridge,R,188.0,USA
2747,100988,Peter Thrupp,R,183.0,AUS
2802,100941,Alex Stepanek,R,180.0,GER
2817,100970,Stefan Eriksson,R,193.0,SWE
2827,101006,Bruno Dadillon,R,175.0,FRA
2834,100664,Stephan Medem,L,185.0,SUI
2840,101110,David De Miguel,R,175.0,ESP
2844,101074,Carlos Di Laura,L,175.0,PER
2926,101461,Brett Custer,R,183.0,AUS
2932,108831,Michael Walker,U,,HKG
2951,100602,Vallis Wilder,R,190.0,USA
3061,101003,Ricardo Acioly,R,180.0,BRA
3076,100945,Craig Campbell,R,190.0,RSA
3097,101550,Al Parker,R,188.0,USA
3183,100930,Paul Vojtischek,R,188.0,GER
3214,101112,Michele Fioroni,R,180.0,ITA
3223,101043,Johan Vekemans,R,185.0,NED
3341,101186,Desmond Tyson,R,185.0,AUS
3455,101281,Shelby Cannon,L,180.0,USA
3460,108008,Phillip Williamson,R,,USA
3472,101198,Steve Kennedy,R,183.0,USA
3561,101144,Anthony Lane,R,183.0,AUS
3562,100587,Steve Guy,R,188.0,NZL
3570,101259,Mike Baroch,R,,AUS
3572,100982,Charlton Eagle,R,180.0,AUS
3600,100838,Steve Wood,R,,AUS
3649,101279,Philippe Pech,L,180.0,FRA
3650,100955,Yahiya Doumbia,R,185.0,SEN
3696,100900,Josef Cihak,R,185.0,CZE
3776,101019,David Felgate,R,180.0,GBR
3798,101159,Gustav Fichardt,R,185.0,RSA
3806,101040,Peter Lindgren,R,175.0,SWE
3831,101339,Agustin Moreno,R,180.0,MEX
3834,101355,Richard Whichello,L,185.0,GBR
3920,101278,Scott Melville,R,188.0,USA
3931,101406,Wojtek Kowalski,R,183.0,POL
4030,101637,Brian Roe,L,193.0,AUS
4035,100876,Bong Soo Kim,R,180.0,KOR
4057,100691,Ivo Werner,R,180.0,GER
4065,101502,Torben Theine,L,183.0,GER
4069,100959,Chris Kennedy,R,185.0,USA
4073,101676,Adam Anderson,R,180.0,AUS
4078,101108,Richard Schmidt,R,185.0,USA
4079,101556,Carl Turich,R,,AUS
4080,100880,Russell Barlow,L,173.0,AUS
4197,101059,Richard Vogel,R,193.0,CZE
4210,101419,Frank Dennhardt,L,188.0,GER
4295,101680,Zeeshan Ali,R,180.0,IND
4299,101215,Scott Warner,R,196.0,USA
4321,101730,Piet Norval,R,185.0,RSA
4330,101155,James Turner,R,180.0,GBR
4424,101423,John Boytim,R,175.0,USA
4435,101503,Donni Leaycraft,R,180.0,USA
4539,101068,Byron Talbot,R,183.0,RSA
4548,107221,Ian Peter Budge,R,,AUS
4550,101083,Tom Mercer,R,185.0,USA
4551,101327,Cyril Suk,R,180.0,CZE
4565,101881,Oliver Fuchs,R,180.0,AUT
4572,101107,Charles Merzbacher,R,185.0,USA
4574,107388,John Marinov,R,,AUS
4590,100802,Charles Honey,R,185.0,RSA
4596,108565,Young Min Kwon,R,,KOR
4667,101895,Michael Brown B395,R,175.0,AUS
4684,101787,Darren Patten,R,188.0,AUS
4703,101460,Jose Francisco Altur,L,190.0,ESP
4722,101534,Libor Nemecek,R,168.0,CZE
4799,101338,Olivier Soules,R,188.0,FRA
4848,101165,Mario Tabares,R,180.0,CUB
4927,101422,Mark Kaplan,R,185.0,RSA
4931,101469,Brian Garrow,R,173.0,USA
4964,101217,Andreas Lesch,L,196.0,GER
4979,108043,Ralph Kok,R,,NED
5053,101710,Martin Blackman,R,188.0,USA
5056,101417,Mario Rincon,R,,COL
5059,102132,Ivan Baron,R,185.0,USA
5090,106874,Dick Bosse,R,,RSA
5178,107375,John Arbanas,R,,AUS
5304,101912,Felipe Rivera,R,183.0,CHI
5306,102031,Sandor Noszaly,R,193.0,HUN
5334,101321,Juan Carlos Baguena,R,183.0,ESP
5448,101174,Fernando Roese,R,190.0,BRA
5483,101490,Daniel Orsanic,L,183.0,ARG
5560,101660,Francisco Montana,R,183.0,USA
5575,101248,Pat Crow,R,188.0,USA
5589,102055,Bertrand Madsen,R,,HAI
5705,101857,Jason Cask,R,178.0,AUS
5716,102304,Grant Doyle,R,180.0,AUS
5974,102187,John Laffnie De Jager,R,193.0,RSA
6063,101341,Pablo Albano,R,178.0,ARG
6078,101687,David Dilucia,R,173.0,USA
6106,101780,Alejo Mancisidor,R,183.0,ESP
6211,106539,Andrew Mclean,R,,AUS
6250,101771,Ashley Naumann,R,,AUS
6321,101574,Alejandro Aramburu,R,175.0,PER
6330,101383,Stephane Sansoni,R,180.0,FRA
6457,101751,Ross Matheson,R,196.0,GBR
6484,101864,Fernon Wibier,R,188.0,NED
6492,101260,Sean Cole,R,,GBR
6498,100770,Peter Moraing,R,193.0,GER
6505,100773,Brian Joelson,R,183.0,USA
6629,101369,Bent Ove Pedersen,R,185.0,NOR
6697,102215,Joshua Eagle,R,183.0,AUS
6710,101576,Ryuso Tsujino,R,,JPN
6725,101983,Andrew Kratzmann,R,193.0,AUS
6733,101317,John Sullivan,R,188.0,USA
6753,101231,Ryan Blake,R,,USA
6756,101957,Milen Velev,R,,BUL
6837,101977,Patricio Arnold,R,183.0,ARG
6853,101353,Lionel Barthez,R,180.0,FRA
6961,102083,Nick Gould,R,,GBR
7088,102018,Tamer El Sawy,R,188.0,EGY
7089,102076,Mark Merklein,R,188.0,BAH
7103,101865,Albert Chang,R,183.0,CAN
7114,101959,Robert Eriksson,R,,SWE
7117,101636,Wade Mcguire,R,188.0,USA
7118,102113,Daniele Musa,R,183.0,ITA
7261,102010,Clinton Marsh,R,188.0,RSA
7349,101600,Daniel Courcol,R,190.0,FRA
7365,102351,Oscar Martinez,R,185.0,ESP
7459,102624,Andrew Painter,R,188.0,AUS
7515,101669,Gary Henderson,R,,GBR
7518,102903,Eyal Erlich,R,183.0,ISR
7600,102405,Mahesh Bhupathi,R,185.0,IND
7615,102081,Brett Hansen Dent,R,183.0,USA
7629,102795,Scott Humphries,R,185.0,USA
7717,102862,Allen Belobrajdic,R,175.0,AUS
7754,102220,Patrik Fredriksson,R,185.0,SWE
7767,101682,David Adams,R,188.0,RSA
7876,102617,Kim Tiilikainen,R,180.0,FIN
7980,101608,Tom Kempers,R,188.0,NED
8094,102655,Jimy Szymanski,R,175.0,VEN
8116,102410,David Caldwell,R,180.0,USA
8121,101745,Roberto Jabali,R,190.0,BRA
8142,102881,David Skoch,R,183.0,CZE
8273,101871,Alexander Reichel,R,193.0,USA
8274,102842,Toby Mitchell,R,,AUS
8283,102629,Oscar Burrieza,R,170.0,ESP
8352,101926,Andrei Merinov,L,183.0,RUS
8366,102753,Wolfgang Schranz,R,178.0,AUT
8399,102224,Miguel Pastura,R,,ARG
8480,101567,Hendrik Jan Davids,L,183.0,NED
8491,102548,Juan Antonio Marin,R,175.0,CRC
8501,102256,Nick Weal,R,,GBR
8522,102472,Marcello Craca,R,180.0,GER
8525,102818,Sergi Duran,R,,ESP
8632,103405,Rodolfo Rake,R,,PER
8657,102875,Luke Smith,R,188.0,AUS
8758,103179,Jurek Stasiak,R,,AUS
8904,102180,Charles Auffray,R,183.0,FRA
9112,108994,Andrew Park,R,,USA
9129,102669,Noam Behr,L,188.0,ISR
9135,102263,Yong Il Yoon,R,175.0,KOR
9237,103202,Oscar Serrano,R,173.0,ESP
9280,102519,Marcio Carlsson,R,175.0,BRA
9297,102817,Edwin Kempes,R,188.0,NED
9298,102023,Petr Luxa,R,190.0,CZE
9373,103009,Razvan Sabau,R,185.0,ROU
9385,102554,Diego Moyano,R,175.0,ARG
9420,102168,Hector Moretti,R,170.0,ARG
9514,103060,Alejandro Hernandez,R,180.0,MEX
9525,102883,Tom Spinks,R,,GBR
9533,101947,Vincenzo Santopadre,L,183.0,ITA
9647,102395,Ville Liukko,R,173.0,FIN
9657,103894,Phillip King,R,175.0,USA
9671,102497,Mashiska Washington,R,180.0,USA
9799,103799,Eric Prodon,R,178.0,FRA
9922,102572,Igor Gaudi,R,188.0,ITA
9929,103162,Dejan Petrovic,R,,SRB
10003,102735,Cedric Kauffmann,R,,FRA
10153,102300,Gouichi Motomura,R,173.0,JPN
10186,103250,Rodolphe Cadart,L,183.0,FRA
10395,103497,Artem Derepasko,R,,RUS
10512,103834,Levar Harper Griffith,R,,USA
10514,103204,Hugo Armando,R,183.0,USA
10550,102558,Eric Taino,L,175.0,PHI
10570,103185,Mike Bryan,R,190.0,USA
10660,103281,Ladislav Svarc,R,188.0,SVK
10668,102805,Matthew Breen,R,,AUS
10687,102751,Todd Perry,R,175.0,AUS
10688,102921,Ota Fukarek,R,190.0,CZE
10764,103525,Ivan Miranda,R,175.0,PER
10778,103837,Didac Perez,R,178.0,ESP
10820,103737,Edgardo Massa,R,180.0,ARG
10822,103594,Oliver Marach,R,185.0,AUT
10891,103820,Alan Mackin,R,183.0,GBR
10892,103700,Juan Pablo Guzman,L,178.0,ARG
10895,104372,Alex Bogdanovic,L,183.0,GBR
10937,103350,Denis Golovanov,L,188.0,RUS
11017,103986,Radoslav Lukaev,R,,BUL
11052,102630,Slimane Saoudi,L,,ALG
11056,104250,Prakash Amritraj,R,188.0,IND
11059,103663,Matias Boeker,R,,USA
11064,103104,Bjorn Rehnquist,R,175.0,SWE
11272,104117,Giovanni Lapentti,R,193.0,ECU
11277,103373,Sergio Roitman,R,185.0,ARG
11302,103318,Zeljko Krajan,R,178.0,CRO
11307,103052,Mariano Delfino,R,183.0,ARG
11322,102997,Hermes Gamonal,R,180.0,CHI
11455,103455,Michal Mertinak,R,180.0,SVK
11537,103948,Maximilian Abel,R,,GER
11545,104508,Robert Yim,L,,USA
11679,104444,Ryan Henry,R,183.0,AUS
11946,103730,Jonathan Marray,R,183.0,GBR
11963,103544,Andy Ram,R,180.0,ISR
12092,103560,Kj Hippensteel,L,190.0,USA
12324,104182,Sasa Tuksar,R,180.0,CRO
12343,103626,Tomas Tenconi,R,178.0,ITA
12414,104623,Josh Goodall,R,188.0,GBR
12430,103201,Adrian Garcia,R,175.0,CHI
12436,104121,Tobias Summerer,R,185.0,GER
12700,104115,Marc Kimmich,R,183.0,AUS
12855,103395,Julio Silva,R,173.0,BRA
12942,103684,Benedikt Dorsch,R,178.0,GER
12981,104779,Jamie Baker,R,183.0,GBR
13091,104732,Phillip Simmonds,R,,USA
13176,103623,Jacob Adaktusson,R,193.0,SWE
13184,103520,Pavel Snobel,L,190.0,CZE
13311,102811,Dusan Vemic,R,190.0,SRB
13318,105098,Alexandre Sidorenko,R,185.0,FRA
13335,105559,Jonathan Eysseric,L,180.0,FRA
13588,104179,Bruno Echagaray,R,183.0,MEX
13607,105404,Michael Mcclune,R,188.0,USA
13609,103747,Dominik Meffert,R,198.0,GER
13688,104001,Brian Wilson,R,190.0,USA
13835,104619,Jesse Huta Galung,R,188.0,NED
13973,104292,Izak Van Der Merwe,R,196.0,RSA
13987,104140,Dawid Olejniczak,R,,POL
14070,103748,Jan Minar,R,,CZE
14092,104219,Stephane Bohli,R,185.0,SUI
14222,105194,Nick Lindahl,R,183.0,AUS
14232,103763,Martin Slanar,R,,AUT
14336,104392,Franco Ferreiro,R,188.0,BRA
14365,104579,Romain Jouan,R,183.0,FRA
14461,104644,Riccardo Ghedin,R,188.0,ITA
14484,104305,Luka Gregorc,R,,SLO
14486,104136,Santiago Gonzalez,R,190.0,MEX
14490,103676,Michael Yani,R,185.0,USA
14571,105730,Devin Britton,R,193.0,USA
14603,105783,Chase Buchanan,R,193.0,USA
14716,104456,Colin Ebelthite,R,,AUS
14745,103521,Andrea Stoppini,R,190.0,ITA
14747,104467,Lamine Ouahab,R,185.0,ALG
14829,104550,Ricardo Hocevar,R,180.0,BRA
14882,104095,David Guez,R,185.0,FRA
14975,104477,Jorge Aguilar,R,178.0,CHI
15015,105917,Gianni Mina,R,185.0,FRA
15123,104739,Guillermo Alcaide,R,188.0,ESP
15252,105116,Dusan Lojda,L,188.0,CZE
15365,104192,Marco Crugnola,R,188.0,ITA
15474,105894,Javier Marti,R,,ESP
15500,104227,Augustin Gensse,R,180.0,FRA
15605,105638,Daniel Cox,R,170.0,GBR
15617,103708,Jaroslav Pospisil,R,176.0,CZE
15633,103851,Conor Niland,R,185.0,IRL
15736,104850,Jonathan Dasnieres De Veigy,L,175.0,FRA
15748,105154,Joao Souza,R,193.0,BRA
15776,104857,Robert Farah,R,193.0,COL
15842,104970,Matteo Viola,R,188.0,ITA
15881,105286,Greg Jones,R,190.0,AUS
15892,104233,Frederik Nielsen,R,190.0,DEN
15897,106093,Benjamin Mitchell,R,183.0,AUS
15995,103926,Daniel Munoz de la Nava,L,178.0,ESP
16121,106244,Oliver Golding,R,188.0,GBR
16223,104893,Maxime Authom,R,,BEL
16239,105655,Hiroki Moriya,R,170.0,JPN
16274,105733,Rhyne Williams,R,185.0,USA
16351,104516,Arnau Brugues Davi,L,183.0,ESP
16395,105441,John Patrick Smith,L,188.0,AUS
16402,105842,Di Wu,R,175.0,CHN
16514,104651,Martin Alund,R,183.0,ARG
16622,105671,Gastao Elias,R,178.0,POR
16645,105591,Matt Reid,R,183.0,AUS
16655,104226,Bastian Knittel,L,180.0,GER
16763,105874,Albano Olivetti,R,203.0,FRA
16789,123768,Collin Altamirano,R,188.0,USA
16885,105585,Ze Zhang,R,188.0,CHN
16989,106362,Laurent Lokoli,R,188.0,FRA
17025,106032,Facundo Arguello,R,178.0,ARG
17045,105080,Miloslav Mecir Jr,R,190.0,SVK
17150,105651,Daniel Smethurst,U,188.0,GBR
17247,104945,James Mcgee,R,183.0,IRL
17288,104944,Niels Desein,R,190.0,BEL
17413,106026,Yuki Bhambri,R,183.0,IND
17495,104563,Luca Vanni,R,198.0,ITA
17496,105325,Germain Gigounon,R,,BEL
17518,111506,Maxime Hamou,R,185.0,FRA
17532,105872,Christian Lindell,R,193.0,SWE
17545,106293,Kimmer Coppejans,R,180.0,BEL
17774,126152,Ryan Shane,U,193.0,USA
17891,106075,Jozef Kovalik,R,183.0,SVK
18002,105589,Gerald Melzer,L,188.0,AUT
18062,105515,Jordi Samper Montana,U,,ESP
18135,105528,Alexander Ward,R,185.0,GBR
18178,106137,Tristan Lamasine,R,183.0,FRA
18187,105015,Franko Skugor,R,193.0,CRO
18255,105031,Saketh Myneni,R,193.0,IND
18275,106105,Guilherme Clezar,R,183.0,BRA
18440,106425,Blake Mott,U,180.0,AUS
18528,105963,Arthur De Greef,R,183.0,BEL
18764,144972,Geoffrey Blancaneaux,R,180.0,FRA
18777,106324,Vaclav Safranek,R,185.0,CZE
18788,200516,Patrick Kypson,R,188.0,USA
18798,111515,Thai Son Kwiatkowski,R,188.0,USA
18806,111574,Jc Aragone,R,178.0,USA
18809,105985,Darian King,R,188.0,BAR
18817,105960,Evan King,L,185.0,USA
18912,110536,Kevin King,U,190.0,USA
19024,123921,Calvin Hemery,R,188.0,FRA
19063,105633,Mohamed Safwat,R,183.0,EGY
19065,126535,Carlos Taberner,R,183.0,ESP
19068,126125,Maxime Janvier,R,193.0,FRA
19193,105359,Jason Jung,R,178.0,TPE
19309,105943,Federico Gaio,R,180.0,ITA
19433,200484,Rudolf Molleker,R,185.0,GER
19442,105163,Gleb Sakharov,R,185.0,FRA
19443,105432,Prajnesh Gunneswaran,L,188.0,IND
19448,104810,Zhe Li,R,185.0,CHN
19490,105155,Pedro Sousa,R,180.0,POR
19582,106072,Alexey Vatutin,R,178.0,RUS
19688,106034,Yasutaka Uchiyama,R,183.0,JPN
19692,206703,Paul Jubb,R,180.0,GBR
19708,111790,Brayden Schnur,R,193.0,CAN
19912,106408,Mario Vilella Martinez,R,178.0,ESP
19937,106302,Andrew Harris,R,183.0,AUS
20055,200265,Ulises Blanch,R,188.0,USA
20192,105877,Emilio Gomez,R,185.0,ECU
20221,105731,Steven Diez,R,180.0,CAN
20327,209070,Arthur Cazaux,R,183.0,FRA
